IDENTIFIER,CONCEPT_CODE,SHORT_URI,DEFINITION,DESCRIPTORS,PARENTS,value,PUBLIC_ID
"getNextPvId()","","CL_0002214","","","","type IIa muscle cell","cell_type"
"getNextPvId()","","CL_0002215","","","","type IIb muscle cell","cell_type"
"getNextPvId()","","CL_0002216","","","","intermediate muscle cell","cell_type"
"getNextPvId()","","CL_0002217","","","UBERON_0000922","intermediate trophoblast cell","cell_type"
"getNextPvId()","","CL_0002220","","","","interstitial cell of pineal gland","cell_type"
"getNextPvId()","","CL_0002221","","","UBERON_0001043","keratinized squamous cell of esophagus","cell_type"
"getNextPvId()","","CL_0002222","","","UBERON_0000970","vertebrate lens cell","cell_type"
"getNextPvId()","","CL_0002223","","","UBERON_0000970","anterior lens cell","cell_type"
"getNextPvId()","","CL_0000075","","","","columnar/cuboidal epithelial cell","cell_type"
"getNextPvId()","","CL_0002224","","","UBERON_0000970","lens epithelial cell","cell_type"
"getNextPvId()","","CL_0002228","","","UBERON_0000970","primary lens fiber","cell_type"
"getNextPvId()","","CL_0002225","","","UBERON_0000970","secondary lens fiber","cell_type"
"getNextPvId()","","CL_0002227","","","UBERON_0000970","nucleated secondary lens fiber","cell_type"
"getNextPvId()","","CL_0002226","","","UBERON_0000970","non-nucleated secondary lens fiber","cell_type"
"getNextPvId()","","CL_0002229","","","","light chief cell of parathyroid gland","cell_type"
"getNextPvId()","","CL_0002231","","","","epithelial cell of prostate","cell_type"
"getNextPvId()","","CL_0000072","","","","non-branched duct epithelial cell","cell_type"
"getNextPvId()","","CL_0002232","","","","epithelial cell of prostatic duct","cell_type"
"getNextPvId()","","CL_0002233","","","","epithelial cell of prostatic acinus","cell_type"
"getNextPvId()","","CL_0002341","","","","basal cell of prostate epithelium","cell_type"
"getNextPvId()","","CL_0002234","","","","basal cell of prostatic acinus","cell_type"
"getNextPvId()","","CL_0002340","","","","luminal cell of prostate epithelium","cell_type"
"getNextPvId()","","CL_0002235","","","","luminal cell of prostatic acinus","cell_type"
"getNextPvId()","","CL_0002236","","","","basal epithelial cell of prostatic duct","cell_type"
"getNextPvId()","","CL_0002237","","","","luminal epithelial cell of prostatic duct","cell_type"
"getNextPvId()","","CL_0002238","","","UBERON_0000922 UBERON_0000991","male gonocyte","cell_type"
"getNextPvId()","","CL_0002239","","","UBERON_0000922 UBERON_0000991","ooblast","cell_type"
"getNextPvId()","","CL_0002240","","","UBERON_0004765","marrow fibroblast","cell_type"
"getNextPvId()","","CL_0002241","","","","pulmonary interstitial fibroblast","cell_type"
"getNextPvId()","","CL_0002242","","","","nucleate cell","cell_type"
"getNextPvId()","","CL_0002243","","","UBERON_0000970","smooth muscle cell of sphincter of pupil","cell_type"
"getNextPvId()","","CL_0002244","","","UBERON_0000995","squamous cell of ectocervix","cell_type"
"getNextPvId()","","CL_0002246","","","","peripheral blood stem cell","cell_type"
"getNextPvId()","","CL_0002247","","","","pleural macrophage","cell_type"
"getNextPvId()","","CL_0002248","","","","pluripotent stem cell","cell_type"
"getNextPvId()","","CL_0002249","","","","primitive cardiac myocyte","cell_type"
"getNextPvId()","","CL_0002250","","","","intestinal crypt stem cell","cell_type"
"getNextPvId()","","CL_0002252","","","UBERON_0001043","epithelial cell of esophagus","cell_type"
"getNextPvId()","","CL_0002563","","","","intestinal epithelial cell","cell_type"
"getNextPvId()","","CL_0002254","","","UBERON_0002108","epithelial cell of small intestine","cell_type"
"getNextPvId()","","CL_0002255","","","UBERON_0000995","stromal cell of endometrium","cell_type"
"getNextPvId()","","CL_0002256","","","","supporting cell of carotid body","cell_type"
"getNextPvId()","","CL_0002257","","","UBERON_0002046","epithelial cell of thyroid gland","cell_type"
"getNextPvId()","","CL_0002258","","","UBERON_0002046","thyroid follicular cell","cell_type"
"getNextPvId()","","CL_0002259","","","","neuroepithelial stem cell","cell_type"
"getNextPvId()","","CL_0002260","","","","epithelial cell of parathyroid gland","cell_type"
"getNextPvId()","","CL_0002261","","","","endothelial cell of viscerocranial mucosa","cell_type"
"getNextPvId()","","CL_0002262","","","","endothelial cell of sinusoid","cell_type"
"getNextPvId()","","CL_0002263","","","","transitional cell of parathyroid gland","cell_type"
"getNextPvId()","","CL_0002264","","","UBERON_0000945","type A cell of stomach","cell_type"
"getNextPvId()","","CL_0002265","","","UBERON_0000059 UBERON_0001155","type D cell of colon","cell_type"
"getNextPvId()","","CL_0002266","","","UBERON_0002108","type D cell of small intestine","cell_type"
"getNextPvId()","","CL_0002267","","","UBERON_0000945","type D cell of stomach","cell_type"
"getNextPvId()","","CL_0002268","","","","P/D1 enteroendocrine cell","cell_type"
"getNextPvId()","","CL_0002269","","","","vasoactive intestinal peptide secreting cell","cell_type"
"getNextPvId()","","CL_0002270","","","","type EC2 enteroendocrine cell","cell_type"
"getNextPvId()","","CL_0002271","","","","type EC1 enteroendocrine cell","cell_type"
"getNextPvId()","","CL_0002272","","","","motilin secreting cell","cell_type"
"getNextPvId()","","CL_0002273","","","","type ECL enteroendocrine cell","cell_type"
"getNextPvId()","","CL_0002274","","","","histamine secreting cell","cell_type"
"getNextPvId()","","CL_0002275","","","UBERON_0001264","pancreatic PP cell","cell_type"
"getNextPvId()","","CL_0002277","","","","type I enteroendocrine cell","cell_type"
"getNextPvId()","","CL_0002278","","","","GIP cell","cell_type"
"getNextPvId()","","CL_0002279","","","","type L enteroendocrine cell","cell_type"
"getNextPvId()","","CL_0002280","","","","type N enteroendocrine cell","cell_type"
"getNextPvId()","","CL_0002281","","","","type S enteroendocrine cell","cell_type"
"getNextPvId()","","CL_0002282","","","","type TG enteroendocrine cell","cell_type"
"getNextPvId()","","CL_0002283","","","","ecto-epithelial cell of viscerocranial mucosa","cell_type"
"getNextPvId()","","CL_0002284","","","","type X enteroendocrine cell","cell_type"
"getNextPvId()","","CL_0002285","","","UBERON_0002097","type III taste bud cell","cell_type"
"getNextPvId()","","CL_0002286","","","UBERON_0002097","type II taste cell","cell_type"
"getNextPvId()","","CL_0002287","","","UBERON_0002097","type IV taste receptor cell","cell_type"
"getNextPvId()","","CL_0002288","","","UBERON_0002097","type V taste receptor cell","cell_type"
"getNextPvId()","","CL_0002289","","","UBERON_0002097","type I taste bud cell","cell_type"
"getNextPvId()","","CL_0002290","","","","Y chromosome-bearing sperm cell","cell_type"
"getNextPvId()","","CL_0002291","","","","X chromosome-bearing sperm cell","cell_type"
"getNextPvId()","","CL_0002292","","","","type I cell of carotid body","cell_type"
"getNextPvId()","","CL_0002293","","","UBERON_0005057","epithelial cell of thymus","cell_type"
"getNextPvId()","","CL_0002294","","","UBERON_0005057","type-1 epithelial cell of thymus","cell_type"
"getNextPvId()","","CL_0002295","","","UBERON_0005057","type-6 epithelial cell of thymus","cell_type"
"getNextPvId()","","CL_0002296","","","UBERON_0005057","type-4 epithelial cell of thymus","cell_type"
"getNextPvId()","","CL_0002297","","","UBERON_0005057","type-3 epithelial cell of thymus","cell_type"
"getNextPvId()","","CL_0002298","","","UBERON_0005057","type-5 epithelial cell of thymus","cell_type"
"getNextPvId()","","CL_0002299","","","UBERON_0005057","type-2 epithelial cell of thymus","cell_type"
"getNextPvId()","","CL_0002301","","","","type B synovial cell","cell_type"
"getNextPvId()","","CL_0002302","","","","type A synovial cell","cell_type"
"getNextPvId()","","CL_0002303","","","","pigmented ciliary epithelial cell","cell_type"
"getNextPvId()","","CL_0002304","","","","non-pigmented ciliary epithelial cell","cell_type"
"getNextPvId()","","CL_0002305","","","UBERON_0002113","epithelial cell of distal tubule","cell_type"
"getNextPvId()","","CL_1000494","","","UBERON_0002113","nephron tubule epithelial cell","cell_type"
"getNextPvId()","","CL_0002306","","","UBERON_0002113","epithelial cell of proximal tubule","cell_type"
"getNextPvId()","","CL_0002308","","","UBERON_0002097","epithelial cell of skin gland","cell_type"
"getNextPvId()","","CL_0002309","","","UBERON_0000955","corticotroph","cell_type"
"getNextPvId()","","CL_0002310","","","UBERON_0000955","mammosomatotroph","cell_type"
"getNextPvId()","","CL_0002311","","","UBERON_0000955","mammotroph","cell_type"
"getNextPvId()","","CL_0002312","","","UBERON_0000955","somatotroph","cell_type"
"getNextPvId()","","CL_0002313","","","","endocrine-paracrine cell of prostate gland","cell_type"
"getNextPvId()","","CL_0002314","","","UBERON_0001690","external supporting cell of vestibular epithelium","cell_type"
"getNextPvId()","","CL_0005014","","","","auditory epithelial support cell","cell_type"
"getNextPvId()","","CL_0002315","","","UBERON_0001690 UBERON_0004765","supporting cell of cochlea","cell_type"
"getNextPvId()","","CL_0002316","","","UBERON_0001690","supporting cell of vestibular epithelium","cell_type"
"getNextPvId()","","CL_0002317","","","UBERON_0001690","external limiting cell of vestibular epithelium","cell_type"
"getNextPvId()","","CL_0002318","","","","periperhal blood mesothelial cell","cell_type"
"getNextPvId()","","CL_0002319","","","","neural cell","cell_type"
"getNextPvId()","","CL_0002321","","","","embryonic cell","cell_type"
"getNextPvId()","","CL_0002322","","","","embryonic stem cell","cell_type"
"getNextPvId()","","CL_0002325","","","","mammary alveolar cell","cell_type"
"getNextPvId()","","CL_0002326","","","","luminal epithelial cell of mammary gland","cell_type"
"getNextPvId()","","CL_0002327","","","","mammary gland epithelial cell","cell_type"
"getNextPvId()","","CL_0002329","","","UBERON_0000065","basal epithelial cell of tracheobronchial tree","cell_type"
"getNextPvId()","","CL_0002332","","","UBERON_0000065","ciliated cell of the bronchus","cell_type"
"getNextPvId()","","CL_0000005","","","","fibroblast neural crest derived","cell_type"
"getNextPvId()","","CL_0002333","","","","neural crest derived fat cell","cell_type"
"getNextPvId()","","CL_0002336","","","","buccal mucosa cell","cell_type"
"getNextPvId()","","CL_0002344","","","","CD56-negative, CD161-positive immature natural killer cell","cell_type"
"getNextPvId()","","CL_0002338","","","","CD56-positive, CD161-positive immature natural killer cell","cell_type"
"getNextPvId()","","CL_0002339","","","","prostate stem cell","cell_type"
"getNextPvId()","","CL_0002350","","","UBERON_0000948","endocardial cell","cell_type"
"getNextPvId()","","CL_0002352","","","UBERON_0000922","gestational hematopoietic stem cell","cell_type"
"getNextPvId()","","CL_0002353","","","UBERON_0002107 UBERON_0000922","fetal liver hematopoietic progenitor cell","cell_type"
"getNextPvId()","","CL_0002354","","","UBERON_0000922","yolk sac hematopoietic stem cell","cell_type"
"getNextPvId()","","CL_0002359","","","UBERON_0000922","placental hematopoietic stem cell","cell_type"
"getNextPvId()","","CL_0002363","","","UBERON_0000970","keratocyte","cell_type"
"getNextPvId()","","CL_0002364","","","UBERON_0005057","cortical thymic epithelial cell","cell_type"
"getNextPvId()","","CL_0002365","","","UBERON_0005057","medullary thymic epithelial cell","cell_type"
"getNextPvId()","","CL_0002368","","","UBERON_0000065","respiratory epithelial cell","cell_type"
"getNextPvId()","","CL_0002370","","","UBERON_0000065","respiratory goblet cell","cell_type"
"getNextPvId()","","CL_0002372","","","","myotube","cell_type"
"getNextPvId()","","CL_0002374","","","","ear hair cell","cell_type"
"getNextPvId()","","CL_0002375","","","","Schwann cell precursor","cell_type"
"getNextPvId()","","CL_0002379","","","","meningothelial cell","cell_type"
"getNextPvId()","","CL_0002395","","","","Gr1-high classical monocyte","cell_type"
"getNextPvId()","","CL_0002397","","","","CD14-positive, CD16-positive monocyte","cell_type"
"getNextPvId()","","CL_0002396","","","","CD14-low, CD16-positive monocyte","cell_type"
"getNextPvId()","","CL_0002423","","","UBERON_0005057","DN2a thymocyte","cell_type"
"getNextPvId()","","CL_0002424","","","UBERON_0005057","DN2b thymocyte","cell_type"
"getNextPvId()","","CL_0002427","","","UBERON_0005057","resting double-positive thymocyte","cell_type"
"getNextPvId()","","CL_0002428","","","UBERON_0005057","double-positive blast","cell_type"
"getNextPvId()","","CL_0002429","","","UBERON_0005057","CD69-positive double-positive thymocyte","cell_type"
"getNextPvId()","","CL_0002430","","","UBERON_0005057","CD4-intermediate, CD8-positive double-positive thymocyte","cell_type"
"getNextPvId()","","CL_0002431","","","UBERON_0005057","CD4-positive, CD8-intermediate double-positive thymocyte","cell_type"
"getNextPvId()","","CL_0002433","","","UBERON_0005057","CD69-positive, CD4-positive single-positive thymocyte","cell_type"
"getNextPvId()","","CL_0002432","","","UBERON_0005057","CD24-positive, CD4 single-positive thymocyte","cell_type"
"getNextPvId()","","CL_0002435","","","UBERON_0005057","CD69-positive, CD8-positive single-positive thymocyte","cell_type"
"getNextPvId()","","CL_0002434","","","UBERON_0005057","CD24-positive, CD8 single-positive thymocyte","cell_type"
"getNextPvId()","","CL_0000123","","","","neuron associated cell (sensu Vertebrata)","cell_type"
"getNextPvId()","","CL_0002465","","","","CD11b-positive dendritic cell","cell_type"
"getNextPvId()","","CL_0002454","","","","Cd4-negative, CD8_alpha-negative, CD11b-positive dendritic cell","cell_type"
"getNextPvId()","","CL_0002457","","","","epidermal Langerhans cell","cell_type"
"getNextPvId()","","CL_0002460","","","UBERON_0005057","CD8alpha-negative thymic conventional dendritic cell","cell_type"
"getNextPvId()","","CL_0002462","","","","adipose dendritic cell","cell_type"
"getNextPvId()","","CL_0002463","","","","SIRPa-positive adipose dendritic cell","cell_type"
"getNextPvId()","","CL_0002464","","","","SIRPa-negative adipose dendritic cell","cell_type"
"getNextPvId()","","CL_0002467","","","","Gr1-high myeloid suppressor cell","cell_type"
"getNextPvId()","","CL_0002468","","","","Gr1-low myeloid suppressor cell","cell_type"
"getNextPvId()","","CL_0002469","","","","MHC-II-negative classical monocyte","cell_type"
"getNextPvId()","","CL_0002470","","","","MHC-II-positive classical monocyte","cell_type"
"getNextPvId()","","CL_0002471","","","","MHC-II-negative non-classical monocyte","cell_type"
"getNextPvId()","","CL_0002472","","","","MHC-II-low non-classical monocyte","cell_type"
"getNextPvId()","","CL_0002473","","","","MHC-II-high non-classical monocyte","cell_type"
"getNextPvId()","","CL_0002474","","","","lymphoid MHC-II-negative classical monocyte","cell_type"
"getNextPvId()","","CL_0002475","","","","lymphoid MHC-II-negative non-classical monocyte","cell_type"
"getNextPvId()","","CL_0002476","","","UBERON_0004765","bone marrow macrophage","cell_type"
"getNextPvId()","","CL_0002477","","","","adipose macrophage","cell_type"
"getNextPvId()","","CL_0002478","","","","F4/80-negative adipose macrophage","cell_type"
"getNextPvId()","","CL_0002479","","","","F4/80-positive adipose macrophage","cell_type"
"getNextPvId()","","CL_0002480","","","UBERON_0000065","nasal mucosa goblet cell","cell_type"
"getNextPvId()","","CL_0002481","","","UBERON_0000991","peritubular myoid cell","cell_type"
"getNextPvId()","","CL_0002482","","","UBERON_0002097","dermal melanocyte","cell_type"
"getNextPvId()","","CL_0002483","","","UBERON_0002097","hair follicle melanocyte","cell_type"
"getNextPvId()","","CL_0002484","","","","epithelial melanocyte","cell_type"
"getNextPvId()","","CL_0002485","","","UBERON_0000970","retinal melanocyte","cell_type"
"getNextPvId()","","CL_0002489","","","UBERON_0005057","double negative thymocyte","cell_type"
"getNextPvId()","","CL_0002490","","","UBERON_0001690 UBERON_0004765","organ of Corti supporting cell","cell_type"
"getNextPvId()","","CL_0002491","","","","auditory epithelial cell","cell_type"
"getNextPvId()","","CL_0002501","","","","type D1 enteroendocrine cell","cell_type"
"getNextPvId()","","CL_0002502","","","UBERON_0002108","type M enteroendocrine cell","cell_type"
"getNextPvId()","","CL_0002503","","","","adventitial cell","cell_type"
"getNextPvId()","","CL_0002504","","","","enteric smooth muscle cell","cell_type"
"getNextPvId()","","CL_0002507","","","","langerin-positive lymph node dendritic cell","cell_type"
"getNextPvId()","","CL_0002518","","","UBERON_0002113","kidney epithelial cell","cell_type"
"getNextPvId()","","CL_1000497","","","UBERON_0002113","kidney cell","cell_type"
"getNextPvId()","","CL_0002520","","","","nephrocyte","cell_type"
"getNextPvId()","","CL_0002521","","","","subcutaneous fat cell","cell_type"
"getNextPvId()","","CL_0002522","","","","renal filtration cell","cell_type"
"getNextPvId()","","CL_0002535","","","UBERON_0000995","epithelial cell of cervix","cell_type"
"getNextPvId()","","CL_0000069","","","","branched duct epithelial cell","cell_type"
"getNextPvId()","","CL_0002538","","","UBERON_0002107","intrahepatic bile duct epithelial cell","cell_type"
"getNextPvId()","","CL_0002539","","","","aortic smooth muscle cell","cell_type"
"getNextPvId()","","CL_0002540","","","UBERON_0004765","mesenchymal stem cell of the bone marrow","cell_type"
"getNextPvId()","","CL_0002541","","","","chorionic membrane mesenchymal stem cell","cell_type"
"getNextPvId()","","CL_0002543","","","","vein endothelial cell","cell_type"
"getNextPvId()","","CL_1000306","","","","fibroblast of tunica adventitia of artery","cell_type"
"getNextPvId()","","CL_0002547","","","","fibroblast of the aortic adventitia","cell_type"
"getNextPvId()","","CL_0002548","","","UBERON_0000948","fibroblast of cardiac tissue","cell_type"
"getNextPvId()","","CL_0002549","","","UBERON_0000955","fibroblast of choroid plexus","cell_type"
"getNextPvId()","","CL_0002550","","","UBERON_0000970","fibroblast of the conjunctiva","cell_type"
"getNextPvId()","","CL_0002551","","","UBERON_0002097","fibroblast of dermis","cell_type"
"getNextPvId()","","CL_0002554","","","","fibroblast of lymphatic vessel","cell_type"
"getNextPvId()","","CL_0002555","","","","fibroblast of mammary gland","cell_type"
"getNextPvId()","","CL_0002557","","","","fibroblast of pulmonary artery","cell_type"
"getNextPvId()","","CL_0002559","","","UBERON_0002097","hair follicle cell","cell_type"
"getNextPvId()","","CL_0002565","","","UBERON_0000970","iris pigment epithelial cell","cell_type"
"getNextPvId()","","CL_0002569","","","UBERON_0002331","mesenchymal stem cell of umbilical cord","cell_type"
"getNextPvId()","","CL_0002571","","","UBERON_0002107","hepatic mesenchymal stem cell","cell_type"
"getNextPvId()","","CL_0002573","","","","Schwann cell","cell_type"
"getNextPvId()","","CL_0002574","","","UBERON_0001264","stromal cell of pancreas","cell_type"
"getNextPvId()","","CL_0002575","","","","central nervous system pericyte","cell_type"
"getNextPvId()","","CL_0002577","","","","placental epithelial cell","cell_type"
"getNextPvId()","","CL_0002578","","","","mesenteric preadipocyte","cell_type"
"getNextPvId()","","CL_0002580","","","","preadipocyte of the breast","cell_type"
"getNextPvId()","","CL_0002583","","","","subcutaneous preadipocyte","cell_type"
"getNextPvId()","","CL_0002584","","","UBERON_0002113","renal cortical epithelial cell","cell_type"
"getNextPvId()","","CL_0002681","","","UBERON_0002113","kidney cortical cell","cell_type"
"getNextPvId()","","CL_0002585","","","UBERON_0000970","retinal blood vessel endothelial cell","cell_type"
"getNextPvId()","","CL_0002586","","","UBERON_0000970","retinal pigment epithelial cell","cell_type"
"getNextPvId()","","CL_0002590","","","","smooth muscle cell of the brain vasculature","cell_type"
"getNextPvId()","","CL_0002591","","","","smooth muscle cell of the pulmonary artery","cell_type"
"getNextPvId()","","CL_0002593","","","","smooth muscle cell of the internal thoracic artery","cell_type"
"getNextPvId()","","CL_0002594","","","","smooth muscle cell of the umbilical artery","cell_type"
"getNextPvId()","","CL_0002595","","","","smooth muscle cell of the subclavian artery","cell_type"
"getNextPvId()","","CL_0002596","","","","smooth muscle cell of the carotid artery","cell_type"
"getNextPvId()","","CL_0002597","","","UBERON_0001255","smooth muscle cell of bladder","cell_type"
"getNextPvId()","","CL_0002598","","","UBERON_0000065","bronchial smooth muscle cell","cell_type"
"getNextPvId()","","CL_0002599","","","UBERON_0001043","smooth muscle cell of the esophagus","cell_type"
"getNextPvId()","","CL_0002600","","","UBERON_0000065","smooth muscle cell of trachea","cell_type"
"getNextPvId()","","CL_0002601","","","UBERON_0000995","uterine smooth muscle cell","cell_type"
"getNextPvId()","","CL_0002603","","","UBERON_0000955 UBERON_0000955","astrocyte of the cerebellum","cell_type"
"getNextPvId()","","CL_0002605","","","UBERON_0000955 UBERON_0000955 UBERON_0000955","astrocyte of the cerebral cortex","cell_type"
"getNextPvId()","","CL_0002606","","","UBERON_0000955","astrocyte of the spinal cord","cell_type"
"getNextPvId()","","CL_0000117","","","","CNS neuron (sensu Vertebrata)","cell_type"
"getNextPvId()","","CL_0002608","","","UBERON_0000955","hippocampal neuron","cell_type"
"getNextPvId()","","CL_0002609","","","UBERON_0000955","neuron of cerebral cortex","cell_type"
"getNextPvId()","","CL_0002610","","","UBERON_0000955","raphe nuclei neuron","cell_type"
"getNextPvId()","","CL_0002617","","","","adipocyte of breast","cell_type"
"getNextPvId()","","CL_0002622","","","","prostate stromal cell","cell_type"
"getNextPvId()","","CL_0002624","","","UBERON_0000059 UBERON_0001155","paneth cell of the appendix","cell_type"
"getNextPvId()","","CL_0002625","","","UBERON_0000991","seminiferous tubule epithelial cell","cell_type"
"getNextPvId()","","CL_0002631","","","UBERON_0000065","epithelial cell of upper respiratory tract","cell_type"
"getNextPvId()","","CL_0002632","","","UBERON_0000065","epithelial cell of lower respiratory tract","cell_type"
"getNextPvId()","","CL_0002633","","","UBERON_0000065","respiratory basal cell","cell_type"
"getNextPvId()","","CL_0002634","","","UBERON_0000059","epithelial cell of anal column","cell_type"
"getNextPvId()","","CL_0002635","","","UBERON_0000059","nonkeratinized epithelial cell of anal column","cell_type"
"getNextPvId()","","CL_0002636","","","UBERON_0000059","nonkeratinized epithelial cell of inferior part of anal canal","cell_type"
"getNextPvId()","","CL_0002637","","","UBERON_0000059","keratinized epithelial cell of the anal canal","cell_type"
"getNextPvId()","","CL_0002638","","","UBERON_0002048 UBERON_0000065","bronchioalveolar stem cell","cell_type"
"getNextPvId()","","CL_0002641","","","UBERON_0001043","epithelial cell of esophageal gland proper","cell_type"
"getNextPvId()","","CL_0002642","","","UBERON_0001043","epithelial cell of esophageal cardiac gland","cell_type"
"getNextPvId()","","CL_0002643","","","UBERON_0001043","nonkeratinized cell of stratum corneum of esophageal epithelium","cell_type"
"getNextPvId()","","CL_0002644","","","","endo-epithelial cell of tympanic part of viscerocranial mucosa","cell_type"
"getNextPvId()","","CL_0002645","","","","endo-epithelial cell of pharyngotympanic part of viscerocranial mucosa","cell_type"
"getNextPvId()","","CL_0002651","","","","endothelial cell of venous sinus of spleen","cell_type"
"getNextPvId()","","CL_0002652","","","","endothelial cell of high endothelial venule","cell_type"
"getNextPvId()","","CL_0002654","","","UBERON_0001043","epithelial cell of stratum corneum of esophageal epithelium","cell_type"
"getNextPvId()","","CL_0002655","","","UBERON_0001043","epithelial cell of stratum spinosum of esophageal epithelium","cell_type"
"getNextPvId()","","CL_0002656","","","UBERON_0000995","glandular cell of endometrium","cell_type"
"getNextPvId()","","CL_0002657","","","UBERON_0001043","glandular cell of esophagus","cell_type"
"getNextPvId()","","CL_0002658","","","UBERON_0000059","glandular cell of the large intestine","cell_type"
"getNextPvId()","","CL_0002659","","","UBERON_0000945","glandular cell of stomach","cell_type"
"getNextPvId()","","CL_0002660","","","","luminal cell of acinus of lactiferous gland","cell_type"
"getNextPvId()","","CL_0002661","","","","luminal cell of lactiferous terminal ductal lobular unit","cell_type"
"getNextPvId()","","CL_0002662","","","","luminal cell of lactiferous duct","cell_type"
"getNextPvId()","","CL_0002663","","","UBERON_0000948","myocardial endocrine cell of atrium","cell_type"
"getNextPvId()","","CL_0002679","","","","natural helper lymphocyte","cell_type"
"getNextPvId()","","CL_0002680","","","","PP cell of intestine","cell_type"
"getNextPvId()","","CL_0005000","","","UBERON_0002240","spinal cord interneuron","cell_type"
"getNextPvId()","","CL_0005008","","","UBERON_0001690","macular hair cell","cell_type"
"getNextPvId()","","CL_0005010","","","UBERON_0002113","renal intercalated cell","cell_type"
"getNextPvId()","","CL_0005012","","","","multi-ciliated epithelial cell","cell_type"
"getNextPvId()","","CL_0005015","","","UBERON_0001690 UBERON_0004765","inner phalangeal cell","cell_type"
"getNextPvId()","","CL_0005018","","","","ghrelin secreting cell","cell_type"
"getNextPvId()","","CL_0005020","","","","lymphangioblast","cell_type"
"getNextPvId()","","CL_0008017","","","","adult skeletal muscle myoblast","cell_type"
"getNextPvId()","","CL_0008024","","","UBERON_0001264","pancreatic endocrine cell","cell_type"
"getNextPvId()","","CL_0009004","","","UBERON_0000970","retinal cell","cell_type"
"getNextPvId()","","CL_0011012","","","","neural crest cell","cell_type"
"getNextPvId()","","CL_0012000","","","UBERON_0000955 UBERON_0000955","astrocyte of the forebrain","cell_type"
"getNextPvId()","","CL_0012001","","","UBERON_0000955","neuron of the forebrain","cell_type"
"getNextPvId()","","CL_1000191","","","UBERON_0001690 UBERON_0004765","pillar cell","cell_type"
"getNextPvId()","","CL_1000275","","","UBERON_0002108","smooth muscle cell of small intestine","cell_type"
"getNextPvId()","","CL_1000276","","","UBERON_0002108","smooth muscle fiber of duodenum","cell_type"
"getNextPvId()","","CL_1000277","","","UBERON_0002108","smooth muscle fiber of jejunum","cell_type"
"getNextPvId()","","CL_1000278","","","UBERON_0002108","smooth muscle fiber of ileum","cell_type"
"getNextPvId()","","CL_1000279","","","UBERON_0000059","smooth muscle cell of large intestine","cell_type"
"getNextPvId()","","CL_1000280","","","UBERON_0000059 UBERON_0001155","smooth muscle cell of colon","cell_type"
"getNextPvId()","","CL_1000281","","","UBERON_0000059 UBERON_0001155","smooth muscle cell of cecum","cell_type"
"getNextPvId()","","CL_1000282","","","UBERON_0000059 UBERON_0001155","smooth muscle fiber of ascending colon","cell_type"
"getNextPvId()","","CL_1000283","","","UBERON_0000059 UBERON_0001155","smooth muscle fiber of transverse colon","cell_type"
"getNextPvId()","","CL_1000284","","","UBERON_0000059 UBERON_0001155","smooth muscle fiber of descending colon","cell_type"
"getNextPvId()","","CL_1000285","","","UBERON_0000059 UBERON_0001155","smooth muscle cell of sigmoid colon","cell_type"
"getNextPvId()","","CL_1000286","","","UBERON_0000059","smooth muscle cell of rectum","cell_type"
"getNextPvId()","","CL_1000287","","","UBERON_0000948","myocyte of anterior internodal tract","cell_type"
"getNextPvId()","","CL_1000288","","","UBERON_0000948","myocyte of atrial branch of anterior internodal tract","cell_type"
"getNextPvId()","","CL_1000289","","","UBERON_0000948","myocyte of atrial septal branch of anterior internodal tract","cell_type"
"getNextPvId()","","CL_1000290","","","UBERON_0000948","myocyte of middle internodal tract","cell_type"
"getNextPvId()","","CL_1000291","","","UBERON_0000948","myocyte of posterior internodal tract","cell_type"
"getNextPvId()","","CL_1000296","","","UBERON_0000057","epithelial cell of urethra","cell_type"
"getNextPvId()","","CL_1000298","","","","mesothelial cell of dura mater","cell_type"
"getNextPvId()","","CL_1000299","","","","fibroblast of connective tissue of prostate","cell_type"
"getNextPvId()","","CL_1000300","","","","fibroblast of outer membrane of prostatic capsule","cell_type"
"getNextPvId()","","CL_1000301","","","","fibroblast of subepithelial connective tissue of prostatic gland","cell_type"
"getNextPvId()","","CL_1000302","","","UBERON_0002097","fibroblast of papillary layer of dermis","cell_type"
"getNextPvId()","","CL_1000303","","","","fibroblast of areolar connective tissue","cell_type"
"getNextPvId()","","CL_1000304","","","","fibroblast of connective tissue of nonglandular part of prostate","cell_type"
"getNextPvId()","","CL_1000305","","","","fibroblast of connective tissue of glandular part of prostate","cell_type"
"getNextPvId()","","CL_1000307","","","","fibroblast of dense regular elastic tissue","cell_type"
"getNextPvId()","","CL_1000308","","","","fibrocyte of adventitia of ureter","cell_type"
"getNextPvId()","","CL_1000309","","","UBERON_0000948","epicardial adipocyte","cell_type"
"getNextPvId()","","CL_1000310","","","UBERON_0000948","adipocyte of epicardial fat of right ventricle","cell_type"
"getNextPvId()","","CL_1000311","","","UBERON_0000948","adipocyte of epicardial fat of left ventricle","cell_type"
"getNextPvId()","","CL_1000312","","","UBERON_0000065","bronchial goblet cell","cell_type"
"getNextPvId()","","CL_1000313","","","UBERON_0000945","gastric goblet cell","cell_type"
"getNextPvId()","","CL_1000314","","","UBERON_0000945","gastric cardiac gland goblet cell","cell_type"
"getNextPvId()","","CL_1000315","","","UBERON_0000945","principal gastric gland goblet cell","cell_type"
"getNextPvId()","","CL_1000317","","","UBERON_0002108","intestinal villus goblet cell","cell_type"
