IDENTIFIER,CONCEPT_CODE,SHORT_URI,DEFINITION,DESCRIPTORS,PARENTS,value,PUBLIC_ID
"getNextPvId()","","CL_0000588","","","UBERON_0004765","odontoclast","cell_type"
"getNextPvId()","","CL_0000589","","","UBERON_0001690","cochlear inner hair cell","cell_type"
"getNextPvId()","","CL_0000590","","","UBERON_0000991","small luteal cell","cell_type"
"getNextPvId()","","CL_0000592","","","UBERON_0000991","large luteal cell","cell_type"
"getNextPvId()","","CL_0000593","","","","androgen secreting cell","cell_type"
"getNextPvId()","","CL_0002422","","","","enucleated reticulocyte","cell_type"
"getNextPvId()","","CL_0000595","","","","enucleate erythrocyte","cell_type"
"getNextPvId()","","CL_0000601","","","UBERON_0001690","outer hair cell","cell_type"
"getNextPvId()","","CL_0000604","","","UBERON_0000970","retinal rod cell","cell_type"
"getNextPvId()","","CL_0000609","","","","vestibular hair cell","cell_type"
"getNextPvId()","","CL_0002191","","","","granulocytopoietic cell","cell_type"
"getNextPvId()","","CL_0000611","","","","eosinophil progenitor cell","cell_type"
"getNextPvId()","","CL_0000772","","","","immature eosinophil","cell_type"
"getNextPvId()","","CL_0000612","","","","eosinophilic myelocyte","cell_type"
"getNextPvId()","","CL_0002028","","","","basophil mast progenitor cell","cell_type"
"getNextPvId()","","CL_0000613","","","","basophil progenitor cell","cell_type"
"getNextPvId()","","CL_0000768","","","","immature basophil","cell_type"
"getNextPvId()","","CL_0000614","","","","basophilic myelocyte","cell_type"
"getNextPvId()","","CL_0000617","","","","GABAergic neuron","cell_type"
"getNextPvId()","","CL_0000622","","","","acinar cell","cell_type"
"getNextPvId()","","CL_0001067","","","","group 1 innate lymphoid cell","cell_type"
"getNextPvId()","","CL_0000825","","","","pro-NK cell","cell_type"
"getNextPvId()","","CL_0000623","","","","natural killer cell","cell_type"
"getNextPvId()","","CL_0000791","","","","mature alpha-beta T cell","cell_type"
"getNextPvId()","","CL_0000625","","","","CD8-positive, alpha-beta T cell","cell_type"
"getNextPvId()","","CL_0000627","","","","transporting cell","cell_type"
"getNextPvId()","","CL_0000632","","","UBERON_0002107","hepatic stellate cell","cell_type"
"getNextPvId()","","CL_0000633","","","UBERON_0001690 UBERON_0004765","Hensen cell","cell_type"
"getNextPvId()","","CL_0000634","","","UBERON_0001690 UBERON_0004765","Claudius cell","cell_type"
"getNextPvId()","","CL_0000635","","","UBERON_0001690 UBERON_0004765","Deiter's cell","cell_type"
"getNextPvId()","","CL_0000637","","","UBERON_0000955","chromophil cell of anterior pituitary gland","cell_type"
"getNextPvId()","","CL_0000638","","","UBERON_0000955","acidophil cell of pars distalis of adenohypophysis","cell_type"
"getNextPvId()","","CL_0000639","","","UBERON_0000955","basophil cell of pars distalis of adenohypophysis","cell_type"
"getNextPvId()","","CL_0000641","","","","chromophobe cell","cell_type"
"getNextPvId()","","CL_0000642","","","","folliculostellate cell","cell_type"
"getNextPvId()","","CL_0000644","","","UBERON_0000955","Bergmann glial cell","cell_type"
"getNextPvId()","","CL_0000645","","","UBERON_0000955","pituicyte","cell_type"
"getNextPvId()","","CL_0000646","","","","basal cell","cell_type"
"getNextPvId()","","CL_0000647","","","","multinucleated giant cell","cell_type"
"getNextPvId()","","CL_0000648","","","UBERON_0002113","kidney granular cell","cell_type"
"getNextPvId()","","CL_0000649","","","UBERON_0002097","prickle cell","cell_type"
"getNextPvId()","","CL_0000650","","","","mesangial cell","cell_type"
"getNextPvId()","","CL_0000651","","","","mucous neck cell","cell_type"
"getNextPvId()","","CL_0000652","","","UBERON_0000955","pinealocyte","cell_type"
"getNextPvId()","","CL_0000654","","","","primary oocyte","cell_type"
"getNextPvId()","","CL_0000655","","","","secondary oocyte","cell_type"
"getNextPvId()","","CL_0000017","","","","spermatocyte","cell_type"
"getNextPvId()","","CL_0000656","","","","primary spermatocyte","cell_type"
"getNextPvId()","","CL_0000657","","","","secondary spermatocyte","cell_type"
"getNextPvId()","","CL_0000667","","","","collagen secreting cell","cell_type"
"getNextPvId()","","CL_0000677","","","","gut absorptive cell","cell_type"
"getNextPvId()","","CL_0000680","","","","muscle precursor cell","cell_type"
"getNextPvId()","","CL_0000682","","","","M cell of gut","cell_type"
"getNextPvId()","","CL_0000683","","","UBERON_0000955","ependymoglial cell","cell_type"
"getNextPvId()","","CL_0000696","","","","PP cell","cell_type"
"getNextPvId()","","CL_0000703","","","","sustentacular cell","cell_type"
"getNextPvId()","","CL_0000706","","","UBERON_0000955","choroid plexus epithelial cell","cell_type"
"getNextPvId()","","CL_0002077","","","","ecto-epithelial cell","cell_type"
"getNextPvId()","","CL_0000723","","","","somatic stem cell","cell_type"
"getNextPvId()","","CL_0000731","","","","urothelial cell","cell_type"
"getNextPvId()","","CL_0000737","","","","striated muscle cell","cell_type"
"getNextPvId()","","CL_0000751","","","UBERON_0000970","rod bipolar cell","cell_type"
"getNextPvId()","","CL_0000752","","","UBERON_0000970","cone retinal bipolar cell","cell_type"
"getNextPvId()","","CL_0000828","","","","thromboblast","cell_type"
"getNextPvId()","","CL_0000762","","","","nucleated thrombocyte","cell_type"
"getNextPvId()","","CL_0000767","","","","basophil","cell_type"
"getNextPvId()","","CL_0000830","","","","basophilic promyelocyte","cell_type"
"getNextPvId()","","CL_0000769","","","","basophilic metamyelocyte","cell_type"
"getNextPvId()","","CL_0000771","","","","eosinophil","cell_type"
"getNextPvId()","","CL_0000833","","","","eosinophilic promyelocyte","cell_type"
"getNextPvId()","","CL_0000773","","","","eosinophilic metamyelocyte","cell_type"
"getNextPvId()","","CL_0000775","","","","neutrophil","cell_type"
"getNextPvId()","","CL_0000778","","","UBERON_0004765","mononuclear osteoclast","cell_type"
"getNextPvId()","","CL_0000779","","","UBERON_0004765","multinuclear osteoclast","cell_type"
"getNextPvId()","","CL_0000781","","","UBERON_0004765","mononuclear odontoclast","cell_type"
"getNextPvId()","","CL_0000780","","","UBERON_0004765","multinuclear odontoclast","cell_type"
"getNextPvId()","","CL_0000782","","","","myeloid dendritic cell","cell_type"
"getNextPvId()","","CL_0000818","","","","transitional stage B cell","cell_type"
"getNextPvId()","","CL_0000785","","","","mature B cell","cell_type"
"getNextPvId()","","CL_0000946","","","","antibody secreting cell","cell_type"
"getNextPvId()","","CL_0000980","","","","plasmablast","cell_type"
"getNextPvId()","","CL_0000786","","","","plasma cell","cell_type"
"getNextPvId()","","CL_0000789","","","","alpha-beta T cell","cell_type"
"getNextPvId()","","CL_0000790","","","","immature alpha-beta T cell","cell_type"
"getNextPvId()","","CL_0000792","","","","CD4-positive, CD25-positive, alpha-beta regulatory T cell","cell_type"
"getNextPvId()","","CL_0000906","","","","activated CD8-positive, alpha-beta T cell","cell_type"
"getNextPvId()","","CL_0000794","","","","CD8-positive, alpha-beta cytotoxic T cell","cell_type"
"getNextPvId()","","CL_0000795","","","","CD8-positive, alpha-beta regulatory T cell","cell_type"
"getNextPvId()","","CL_0000893","","","UBERON_0005057","thymocyte","cell_type"
"getNextPvId()","","CL_0000808","","","UBERON_0005057","DN4 thymocyte","cell_type"
"getNextPvId()","","CL_0000805","","","UBERON_0005057","immature single positive thymocyte","cell_type"
"getNextPvId()","","CL_0000894","","","UBERON_0005057","DN1 thymic pro-T cell","cell_type"
"getNextPvId()","","CL_0000806","","","UBERON_0005057","DN2 thymocyte","cell_type"
"getNextPvId()","","CL_0000807","","","UBERON_0005057","DN3 thymocyte","cell_type"
"getNextPvId()","","CL_0000809","","","UBERON_0005057","double-positive, alpha-beta thymocyte","cell_type"
"getNextPvId()","","CL_0000810","","","UBERON_0005057","CD4-positive, alpha-beta thymocyte","cell_type"
"getNextPvId()","","CL_0000811","","","UBERON_0005057","CD8-positive, alpha-beta thymocyte","cell_type"
"getNextPvId()","","CL_0002419","","","","mature T cell","cell_type"
"getNextPvId()","","CL_0000813","","","","memory T cell","cell_type"
"getNextPvId()","","CL_0000815","","","","regulatory T cell","cell_type"
"getNextPvId()","","CL_0000954","","","","small pre-B-II cell","cell_type"
"getNextPvId()","","CL_0000816","","","","immature B cell","cell_type"
"getNextPvId()","","CL_0000817","","","","precursor B cell","cell_type"
"getNextPvId()","","CL_0000819","","","","B-1 B cell","cell_type"
"getNextPvId()","","CL_0000820","","","","B-1a B cell","cell_type"
"getNextPvId()","","CL_0000821","","","","B-1b B cell","cell_type"
"getNextPvId()","","CL_0000822","","","","B-2 B cell","cell_type"
"getNextPvId()","","CL_0000937","","","","pre-natural killer cell","cell_type"
"getNextPvId()","","CL_0000823","","","","immature natural killer cell","cell_type"
"getNextPvId()","","CL_0000838","","","","lymphoid lineage restricted progenitor cell","cell_type"
"getNextPvId()","","CL_0000826","","","","pro-B cell","cell_type"
"getNextPvId()","","CL_0000829","","","","basophilic myeloblast","cell_type"
"getNextPvId()","","CL_0000832","","","","eosinophilic myeloblast","cell_type"
"getNextPvId()","","CL_0000837","","","","hematopoietic multipotent progenitor cell","cell_type"
"getNextPvId()","","CL_0002031","","","","hematopoietic lineage restricted progenitor cell","cell_type"
"getNextPvId()","","CL_0001029","","","","common dendritic progenitor","cell_type"
"getNextPvId()","","CL_0000840","","","","immature conventional dendritic cell","cell_type"
"getNextPvId()","","CL_0000841","","","","mature conventional dendritic cell","cell_type"
"getNextPvId()","","CL_0000207","","","","olfactory receptor cell","cell_type"
"getNextPvId()","","CL_0000847","","","","ciliated olfactory receptor neuron","cell_type"
"getNextPvId()","","CL_0000853","","","UBERON_0000065","olfactory epithelial support cell","cell_type"
"getNextPvId()","","CL_0000855","","","","sensory hair cell","cell_type"
"getNextPvId()","","CL_0000860","","","","classical monocyte","cell_type"
"getNextPvId()","","CL_0000861","","","","elicited macrophage","cell_type"
"getNextPvId()","","CL_0000862","","","","suppressor macrophage","cell_type"
"getNextPvId()","","CL_0000867","","","","secondary lymphoid organ macrophage","cell_type"
"getNextPvId()","","CL_0000868","","","UBERON_0005057","lymph node macrophage","cell_type"
"getNextPvId()","","CL_0000871","","","UBERON_0005057","splenic macrophage","cell_type"
"getNextPvId()","","CL_0002393","","","","intermediate monocyte","cell_type"
"getNextPvId()","","CL_0000875","","","","non-classical monocyte","cell_type"
"getNextPvId()","","CL_0000878","","","","central nervous system macrophage","cell_type"
"getNextPvId()","","CL_0000881","","","","perivascular macrophage","cell_type"
"getNextPvId()","","CL_0000884","","","","mucosa-associated lymphoid tissue macrophage","cell_type"
"getNextPvId()","","CL_0000889","","","","myeloid suppressor cell","cell_type"
"getNextPvId()","","CL_0000891","","","","foam cell","cell_type"
"getNextPvId()","","CL_0002420","","","","immature T cell","cell_type"
"getNextPvId()","","CL_0002425","","","","early T lineage precursor","cell_type"
"getNextPvId()","","CL_0002436","","","","mature CD4 single-positive thymocyte","cell_type"
"getNextPvId()","","CL_0000895","","","","naive thymus-derived CD4-positive, alpha-beta T cell","cell_type"
"getNextPvId()","","CL_0000897","","","","CD4-positive, alpha-beta memory T cell","cell_type"
"getNextPvId()","","CL_0000898","","","","naive T cell","cell_type"
"getNextPvId()","","CL_0002437","","","","mature CD8 single-positive thymocyte","cell_type"
"getNextPvId()","","CL_0000900","","","","naive thymus-derived CD8-positive, alpha-beta T cell","cell_type"
"getNextPvId()","","CL_0000904","","","","central memory CD4-positive, alpha-beta T cell","cell_type"
"getNextPvId()","","CL_0000905","","","","effector memory CD4-positive, alpha-beta T cell","cell_type"
"getNextPvId()","","CL_0000909","","","","CD8-positive, alpha-beta memory T cell","cell_type"
"getNextPvId()","","CL_0000907","","","","central memory CD8-positive, alpha-beta T cell","cell_type"
"getNextPvId()","","CL_0000908","","","","CD8-positive, alpha-beta cytokine secreting effector T cell","cell_type"
"getNextPvId()","","CL_0000911","","","","effector T cell","cell_type"
"getNextPvId()","","CL_0000910","","","","cytotoxic T cell","cell_type"
"getNextPvId()","","CL_0000912","","","","helper T cell","cell_type"
"getNextPvId()","","CL_0000913","","","","effector memory CD8-positive, alpha-beta T cell","cell_type"
"getNextPvId()","","CL_0000917","","","","Tc1 cell","cell_type"
"getNextPvId()","","CL_0000918","","","","Tc2 cell","cell_type"
"getNextPvId()","","CL_0000934","","","","CD4-positive, alpha-beta cytotoxic T cell","cell_type"
"getNextPvId()","","CL_0002035","","","","Slamf1-negative multipotent progenitor cell","cell_type"
"getNextPvId()","","CL_0000936","","","","early lymphoid progenitor","cell_type"
"getNextPvId()","","CL_0000941","","","UBERON_0005057","thymic conventional dendritic cell","cell_type"
"getNextPvId()","","CL_0000955","","","","pre-B-II cell","cell_type"
"getNextPvId()","","CL_0000956","","","","pre-B-I cell","cell_type"
"getNextPvId()","","CL_0001021","","","","CD34-positive, CD38-positive common lymphoid progenitor","cell_type"
"getNextPvId()","","CL_0001026","","","","CD34-positive, CD38-positive common myeloid progenitor","cell_type"
"getNextPvId()","","CL_0001008","","","","Kit and Sca1-positive hematopoietic stem cell","cell_type"
"getNextPvId()","","CL_0001027","","","","CD7-negative lymphoid progenitor cell","cell_type"
"getNextPvId()","","CL_0001022","","","","CD115-positive monocyte","cell_type"
"getNextPvId()","","CL_0002043","","","","CD34-positive, CD38-negative multipotent progenitor cell","cell_type"
"getNextPvId()","","CL_0002001","","","UBERON_0004765","CD34-positive, CD38-positive granulocyte monocyte progenitor","cell_type"
"getNextPvId()","","CL_0001059","","","","common myeloid progenitor, CD34-positive","cell_type"
"getNextPvId()","","CL_0001023","","","","Kit-positive, CD34-positive common myeloid progenitor","cell_type"
"getNextPvId()","","CL_0001024","","","","CD34-positive, CD38-negative hematopoietic stem cell","cell_type"
"getNextPvId()","","CL_0001025","","","","Kit-positive, Sca1-positive common lymphoid progenitor","cell_type"
"getNextPvId()","","CL_0001028","","","","CD7-positive lymphoid progenitor cell","cell_type"
"getNextPvId()","","CL_0001044","","","","effector CD4-positive, alpha-beta T cell","cell_type"
"getNextPvId()","","CL_0001050","","","","effector CD8-positive, alpha-beta T cell","cell_type"
"getNextPvId()","","CL_0001051","","","","CD4-positive, CXCR3-negative, CCR6-negative, alpha-beta T cell","cell_type"
"getNextPvId()","","CL_0001052","","","","CD8-positive, CXCR3-negative, CCR6-negative, alpha-beta T cell","cell_type"
"getNextPvId()","","CL_0001054","","","","CD14-positive monocyte","cell_type"
"getNextPvId()","","CL_0001055","","","","CD14-positive, CD16-low monocyte","cell_type"
"getNextPvId()","","CL_0001060","","","","hematopoietic oligopotent progenitor cell, lineage-negative","cell_type"
"getNextPvId()","","CL_0001062","","","","effector memory CD8-positive, alpha-beta T cell, terminally differentiated","cell_type"
"getNextPvId()","","CL_0001065","","","","innate lymphoid cell","cell_type"
"getNextPvId()","","CL_0001066","","","","erythroid progenitor cell, mammalian","cell_type"
"getNextPvId()","","CL_0001068","","","","ILC1","cell_type"
"getNextPvId()","","CL_0002006","","","","Kit-positive, CD34-negative megakaryocyte erythroid progenitor cell","cell_type"
"getNextPvId()","","CL_0002000","","","","Kit-positive erythroid progenitor cell","cell_type"
"getNextPvId()","","CL_0002002","","","UBERON_0004765","Kit-positive granulocyte monocyte progenitor","cell_type"
"getNextPvId()","","CL_0002005","","","","CD34-positive, CD38-positive megakaryocyte erythroid progenitor cell","cell_type"
"getNextPvId()","","CL_0002003","","","","CD34-positive, GlyA-negative erythroid progenitor cell","cell_type"
"getNextPvId()","","CL_0002004","","","","CD34-negative, GlyA-negative proerythroblast","cell_type"
"getNextPvId()","","CL_0002007","","","","Kit-low, CD34-positive eosinophil progenitor cell","cell_type"
"getNextPvId()","","CL_0002008","","","","CD34-positive, CD38-positive eosinophil progenitor cell","cell_type"
"getNextPvId()","","CL_0002010","","","","pre-conventional dendritic cell","cell_type"
"getNextPvId()","","CL_0002011","","","","Kit-positive macrophage dendritic cell progenitor","cell_type"
"getNextPvId()","","CL_0002012","","","","Kit-low proerythroblast","cell_type"
"getNextPvId()","","CL_0002013","","","","GlyA-positive basophillic erythroblast","cell_type"
"getNextPvId()","","CL_0002014","","","","Kit-negative, Ly-76 high basophilic erythroblast","cell_type"
"getNextPvId()","","CL_0002015","","","","Kit-negative, Ly-76 high polychromatophilic erythroblast","cell_type"
"getNextPvId()","","CL_0002016","","","","CD71-low, GlyA-positive polychromatic erythroblast","cell_type"
"getNextPvId()","","CL_0002017","","","","Kit-negative, Ly-76 high orthochromatophilic erythroblasts","cell_type"
"getNextPvId()","","CL_0002018","","","","CD71-negative, GlyA-positive orthochromatic erythroblast","cell_type"
"getNextPvId()","","CL_0002019","","","","Ly-76 high reticulocyte","cell_type"
"getNextPvId()","","CL_0002020","","","","GlyA-positive reticulocytes","cell_type"
"getNextPvId()","","CL_0002021","","","","GlyA-positive erythrocyte","cell_type"
"getNextPvId()","","CL_0002022","","","","Ly-76 high positive erythrocyte","cell_type"
"getNextPvId()","","CL_0002024","","","","Kit-positive megakaryocyte progenitor cell","cell_type"
"getNextPvId()","","CL_0002027","","","UBERON_0004765","CD9-positive, CD41-positive megakaryocyte cell","cell_type"
"getNextPvId()","","CL_0002044","","","","Kit-positive, integrin beta7-high basophil mast progenitor cell","cell_type"
"getNextPvId()","","CL_0002029","","","","Fc-epsilon RIalpha-low mast cell progenitor","cell_type"
"getNextPvId()","","CL_0002030","","","","Fc-epsilon RIalpha-high basophil progenitor cell","cell_type"
"getNextPvId()","","CL_0002034","","","","long term hematopoietic stem cell","cell_type"
"getNextPvId()","","CL_0002033","","","","short term hematopoietic stem cell","cell_type"
"getNextPvId()","","CL_0002036","","","","Slamf1-positive multipotent progenitor cell","cell_type"
"getNextPvId()","","CL_0002045","","","","Fraction A pre-pro B cell","cell_type"
"getNextPvId()","","CL_0002400","","","","Fraction B/C precursor B cell","cell_type"
"getNextPvId()","","CL_0002047","","","","Fraction B precursor B cell","cell_type"
"getNextPvId()","","CL_0002049","","","","Fraction C precursor B cell","cell_type"
"getNextPvId()","","CL_0002050","","","","Fraction C' precursor B cell","cell_type"
"getNextPvId()","","CL_0002052","","","","Fraction D precursor B cell","cell_type"
"getNextPvId()","","CL_0002054","","","","Fraction E immature B cell","cell_type"
"getNextPvId()","","CL_0002398","","","","Gr1-positive, CD43-positive monocyte","cell_type"
"getNextPvId()","","CL_0002058","","","","Gr1-low non-classical monocyte","cell_type"
"getNextPvId()","","CL_0002059","","","UBERON_0005057","CD8alpha-positive thymic conventional dendritic cell","cell_type"
"getNextPvId()","","CL_0002062","","","UBERON_0002048 UBERON_0000065","type I pneumocyte","cell_type"
"getNextPvId()","","CL_0002063","","","UBERON_0002048 UBERON_0000065","type II pneumocyte","cell_type"
"getNextPvId()","","CL_0002064","","","UBERON_0001264","pancreatic acinar cell","cell_type"
"getNextPvId()","","CL_0002066","","","","Feyrter cell","cell_type"
"getNextPvId()","","CL_0002068","","","UBERON_0000948","Purkinje myocyte","cell_type"
"getNextPvId()","","CL_0002069","","","","type II vestibular sensory cell","cell_type"
"getNextPvId()","","CL_0002070","","","","type I vestibular sensory cell","cell_type"
"getNextPvId()","","CL_0002071","","","UBERON_0000059","enterocyte of epithelium of large intestine","cell_type"
"getNextPvId()","","CL_0002253","","","UBERON_0000059","epithelial cell of large intestine","cell_type"
"getNextPvId()","","CL_0002072","","","UBERON_0000948","nodal myocyte","cell_type"
"getNextPvId()","","CL_0002073","","","UBERON_0000948","transitional myocyte","cell_type"
"getNextPvId()","","CL_0002074","","","UBERON_0000948","myocardial endocrine cell","cell_type"
"getNextPvId()","","CL_0002204","","","","brush cell","cell_type"
"getNextPvId()","","CL_0002075","","","UBERON_0000065","brush cell of trachebronchial tree","cell_type"
"getNextPvId()","","CL_0002076","","","","endo-epithelial cell","cell_type"
"getNextPvId()","","CL_0002079","","","UBERON_0001264","pancreatic ductal cell","cell_type"
"getNextPvId()","","CL_0002080","","","UBERON_0001264","pancreatic centro-acinar cell","cell_type"
"getNextPvId()","","CL_0002081","","","","type II cell of carotid body","cell_type"
"getNextPvId()","","CL_0002082","","","UBERON_0002369","type II cell of adrenal medulla","cell_type"
"getNextPvId()","","CL_0002083","","","UBERON_0002369","type I cell of adrenal medulla","cell_type"
"getNextPvId()","","CL_0002085","","","UBERON_0000955","tanycyte","cell_type"
"getNextPvId()","","CL_0002086","","","UBERON_0000948","specialized cardiac myocyte","cell_type"
"getNextPvId()","","CL_0002087","","","","nongranular leukocyte","cell_type"
"getNextPvId()","","CL_0002088","","","","interstitial cell of Cajal","cell_type"
"getNextPvId()","","CL_0002090","","","","polar body","cell_type"
"getNextPvId()","","CL_0002091","","","","primary polar body","cell_type"
"getNextPvId()","","CL_0002092","","","UBERON_0004765","bone marrow cell","cell_type"
"getNextPvId()","","CL_0002093","","","","secondary polar body","cell_type"
"getNextPvId()","","CL_0002094","","","UBERON_0000991","interstitial cell of ovary","cell_type"
"getNextPvId()","","CL_0002095","","","UBERON_0000991","hilus cell of ovary","cell_type"
"getNextPvId()","","CL_0002096","","","UBERON_0000948","internodal tract myocyte","cell_type"
"getNextPvId()","","CL_0002097","","","UBERON_0002369","cortical cell of adrenal gland","cell_type"
"getNextPvId()","","CL_0002098","","","UBERON_0000948","regular cardiac myocyte","cell_type"
"getNextPvId()","","CL_0002099","","","UBERON_0002369","type I cell of adrenal cortex","cell_type"
"getNextPvId()","","CL_0002100","","","UBERON_0000948","regular interventricular cardiac myocyte","cell_type"
"getNextPvId()","","CL_0002127","","","","innate effector T cell","cell_type"
"getNextPvId()","","CL_0002129","","","UBERON_0000948","regular atrial cardiac myocyte","cell_type"
"getNextPvId()","","CL_0002130","","","UBERON_0000948","regular interatrial cardiac myocyte","cell_type"
"getNextPvId()","","CL_0002131","","","UBERON_0000948","regular ventricular cardiac myocyte","cell_type"
"getNextPvId()","","CL_0002132","","","UBERON_0000991","stromal cell of ovary","cell_type"
"getNextPvId()","","CL_0002133","","","UBERON_0000991","stromal cell of ovarian cortex","cell_type"
"getNextPvId()","","CL_0002134","","","UBERON_0000991","stromal cell of ovarian medulla","cell_type"
"getNextPvId()","","CL_0002135","","","UBERON_0002097","nonkeratinized cell of epidermis","cell_type"
"getNextPvId()","","CL_0002136","","","UBERON_0002369","type II cell of adrenal cortex","cell_type"
"getNextPvId()","","CL_0002137","","","UBERON_0002369","type III cell of adrenal cortex","cell_type"
"getNextPvId()","","CL_0002139","","","","endothelial cell of vascular tree","cell_type"
"getNextPvId()","","CL_0005022","","","","vascular lymphangioblast","cell_type"
"getNextPvId()","","CL_0002140","","","UBERON_0002097","acinar cell of sebaceous gland","cell_type"
"getNextPvId()","","CL_0002141","","","","active chief cell of parathyroid gland","cell_type"
"getNextPvId()","","CL_0002142","","","UBERON_0002097","dark cell of eccrine sweat gland","cell_type"
"getNextPvId()","","CL_0002143","","","","dark chief cell of parathyroid cell","cell_type"
"getNextPvId()","","CL_0002209","","","UBERON_0000065","intermediate epitheliocyte","cell_type"
"getNextPvId()","","CL_0002145","","","UBERON_0000065","ciliated columnar cell of tracheobronchial tree","cell_type"
"getNextPvId()","","CL_0002146","","","UBERON_0002097","clear cell of eccrine sweat gland","cell_type"
"getNextPvId()","","CL_0002147","","","","clear chief cell of parathyroid cell","cell_type"
"getNextPvId()","","CL_0002159","","","","general ecto-epithelial cell","cell_type"
"getNextPvId()","","CL_0002148","","","UBERON_0004765","dental pulp cell","cell_type"
"getNextPvId()","","CL_0002149","","","UBERON_0000995","epithelial cell of uterus","cell_type"
"getNextPvId()","","CL_0002150","","","","epithelioid macrophage","cell_type"
"getNextPvId()","","CL_0002151","","","","late promyelocyte","cell_type"
"getNextPvId()","","CL_0002152","","","UBERON_0000995","columnar cell of endocervix","cell_type"
"getNextPvId()","","CL_0002153","","","","corneocyte","cell_type"
"getNextPvId()","","CL_0002154","","","","early promyelocyte","cell_type"
"getNextPvId()","","CL_0002155","","","","echinocyte","cell_type"
"getNextPvId()","","CL_0002157","","","UBERON_0004765","endosteal cell","cell_type"
"getNextPvId()","","CL_0002158","","","","external epithelial cell of tympanic membrane","cell_type"
"getNextPvId()","","CL_0002162","","","UBERON_0001690","internal epithelial cell of tympanic membrane","cell_type"
"getNextPvId()","","CL_0002163","","","UBERON_0001690 UBERON_0004765","internal pillar cell of cochlea","cell_type"
"getNextPvId()","","CL_0002164","","","UBERON_0001690 UBERON_0004765","external pillar cell of cochlea","cell_type"
"getNextPvId()","","CL_0002165","","","UBERON_0001690 UBERON_0004765","phalangeal cell","cell_type"
"getNextPvId()","","CL_0002166","","","","epithelial cell of Malassez","cell_type"
"getNextPvId()","","CL_0002167","","","","olfactory epithelial cell","cell_type"
"getNextPvId()","","CL_0002168","","","UBERON_0001690 UBERON_0004765","border cell of cochlea","cell_type"
"getNextPvId()","","CL_0002169","","","UBERON_0000065","basal cell of olfactory epithelium","cell_type"
"getNextPvId()","","CL_0002170","","","","keratinized cell of the oral mucosa","cell_type"
"getNextPvId()","","CL_0002171","","","UBERON_0000065","globose cell of olfactory epithelium","cell_type"
"getNextPvId()","","CL_0002172","","","UBERON_0001690 UBERON_0004765","interdental cell of cochlea","cell_type"
"getNextPvId()","","CL_0002173","","","UBERON_0002113","extraglomerular mesangial cell","cell_type"
"getNextPvId()","","CL_1000618","","","UBERON_0002113","juxtaglomerular complex cell","cell_type"
"getNextPvId()","","CL_0002174","","","","follicular cell of ovary","cell_type"
"getNextPvId()","","CL_0002175","","","","primary follicular cell of ovary","cell_type"
"getNextPvId()","","CL_0002176","","","","secondary follicular cell of ovary","cell_type"
"getNextPvId()","","CL_0002177","","","UBERON_0000955","folliculostellate cell of pars distalis of adenohypophysis","cell_type"
"getNextPvId()","","CL_0002178","","","UBERON_0000945","epithelial cell of stomach","cell_type"
"getNextPvId()","","CL_0002251","","","","epithelial cell of alimentary canal","cell_type"
"getNextPvId()","","CL_0002179","","","UBERON_0000945","foveolar cell of stomach","cell_type"
"getNextPvId()","","CL_0002180","","","UBERON_0000945","mucous cell of stomach","cell_type"
"getNextPvId()","","CL_0002181","","","UBERON_0000945","mucus neck cell of gastric gland","cell_type"
"getNextPvId()","","CL_0002182","","","UBERON_0000945","surface mucosal cell of stomach","cell_type"
"getNextPvId()","","CL_0002183","","","UBERON_0000945","stem cell of gastric gland","cell_type"
"getNextPvId()","","CL_0002184","","","UBERON_0000065","basal proper cell of olfactory epithelium","cell_type"
"getNextPvId()","","CL_0002187","","","UBERON_0002097","basal cell of epidermis","cell_type"
"getNextPvId()","","CL_0002188","","","UBERON_0002113","glomerular endothelial cell","cell_type"
"getNextPvId()","","CL_0002189","","","UBERON_0002097","granular cell of epidermis","cell_type"
"getNextPvId()","","CL_0002190","","","UBERON_0002097","squamous cell of epidermis","cell_type"
"getNextPvId()","","CL_0002193","","","","myelocyte","cell_type"
"getNextPvId()","","CL_0002192","","","","metamyelocyte","cell_type"
"getNextPvId()","","CL_0002195","","","UBERON_0002107","hepatic stem cell","cell_type"
"getNextPvId()","","CL_0002196","","","UBERON_0002107","hepatic oval stem cell","cell_type"
"getNextPvId()","","CL_0002198","","","","oncocyte","cell_type"
"getNextPvId()","","CL_0002199","","","","oxyphil cell of parathyroid gland","cell_type"
"getNextPvId()","","CL_0002200","","","UBERON_0002046","oxyphil cell of thyroid","cell_type"
"getNextPvId()","","CL_0002203","","","UBERON_0000059","Brush cell of epithelium proper of large intestine","cell_type"
"getNextPvId()","","CL_0002205","","","UBERON_0002048 UBERON_0000065","brush cell of lobular bronchiole","cell_type"
"getNextPvId()","","CL_0002206","","","UBERON_0002048 UBERON_0000065","brush cell of terminal bronchiole","cell_type"
"getNextPvId()","","CL_0002207","","","UBERON_0000065","brush cell of trachea","cell_type"
"getNextPvId()","","CL_0002208","","","UBERON_0000065","brush cell of bronchus","cell_type"
"getNextPvId()","","CL_0002210","","","","red muscle cell","cell_type"
"getNextPvId()","","CL_0002211","","","","type I muscle cell","cell_type"
"getNextPvId()","","CL_0002212","","","","type II muscle cell","cell_type"
"getNextPvId()","","CL_0002213","","","","white muscle cell","cell_type"
